Category,Sub_Category,Brand
Home,Home_Essentials,Dabur Meswak
Home,Home_Essentials,Godrej Proclean
Home,Home_Essentials,Lifebuoy
Home,Home_Essentials,Reliance Plast
Home,Kitchen,Nirlon
Home,Home_Essentials,Skin Cottage
Home,Home_Essentials,Santoor
Home,Home_Essentials,Munchkin
Home,Home_Essentials,Schevaran
Home,Home_Essentials,Febreze
Home,Home_Essentials,Brylcreem
Home,Home_Essentials,Florsafe
Home,Home_Essentials,Smart Home
Home,Home_Essentials,Germisol
Home,Home_Essentials,Palmolive
Home,Home_Essentials,BIOTIQUE
Home,Home_Essentials,Bhavi
Home,Home_Essentials,Peebuddy
Home,Home_Essentials,Yardley London
Home,Kitchen,Hawkins
Home,Home_Essentials,Dr. Vaidya's
Home,Home_Essentials,ATOMIC
Home,Yard_Garden,Klassic
Home,Home_Essentials,Bloo
Home,Home_Essentials,Abzorb-It
Home,Home_Essentials,Smac
Home,Home_Essentials,Vitro Naturals
Home,Yard_Garden,IFFCO Urban Gardens
Home,Kitchen,Greenchef
Home,Home_Essentials,Azafran
Home,Home_Essentials,Fairy
Home,Yard_Garden,Ratan
Home,Home_Essentials,ARNIGO
Home,Yard_Garden,Daily Dump
Home,Home_Essentials,Bontress
Home,Home_Essentials,Frosch
Home,Home_Essentials,Nyassa
Home,Home_Essentials,Close Up
Home,Kitchen,Kitchen Essentials
Home,Home_Essentials,Set Wet Studio X
Home,Home_Essentials,Hamam
Home,Home_Essentials,SOVI
Home,Home_Essentials,Meera
Home,Hygiene,Sirona
Home,Home_Essentials,Big D
Home,Home_Essentials,Revlon
Home,Home_Essentials,TRESemme
Home,Home_Essentials,Lux
Home,Home_Essentials,Oral-B
Home,Home_Essentials,Feel Fresh
Home,Kitchen,Srushti Gold
Home,Home_Essentials,Kolan
Home,Home_Essentials,LimeLite
Home,Home_Essentials,Clean N Fresh
Home,Home_Essentials,ZEISS
Home,Home_Essentials,Sebamed
Home,Home_Essentials,Mee Mee
Home,Home_Essentials,Schwarzkopf
Home,Home_Essentials,Fortune
Home,Home_Essentials,Johnson's baby
Home,Kitchen,Namoo
Home,Home_Essentials,TYDIBOWL
Home,Home_Essentials,Astonish
Home,Home_Essentials,ELBOW GREASE
Home,Home_Essentials,Raho Safe
Home,Kitchen,Jagdamba
Home,Home_Essentials,SCURE
Home,Home_Essentials,Scotchgard
Home,Home_Essentials,Himalaya Baby
Home,Home_Essentials,Good Home
Home,Home_Essentials,SANIFRESH
Home,Home_Essentials,Garnier
Home,Home_Essentials,Dabur Red
Home,Home_Essentials,Pure Wipes
Home,Home_Essentials,Pledge
Home,Home_Essentials,Sanitt
Home,Home_Essentials,Cif
Home,Home_Essentials,Hi-clean
Home,Home_Essentials,KeepSafe by Marico
Home,Home_Essentials,Zermisol
Home,Home_Essentials,Morisons
Home,Kitchen,Wonderchef
Home,Home_Essentials,Matrix
Home,Home_Essentials,Crystale
Home,Home_Essentials,Pine Sol
Home,Home_Essentials,Rexona
Home,Home_Essentials,Healing Touch
Home,Home_Essentials,The Green.Company
Home,Yard_Garden,BVC
Home,Yard_Garden,Kr
Home,Home_Essentials,Release on
Home,Home_Essentials,Shout
Home,Home_Essentials,Green Shield
Home,Home_Essentials,Clean & Fresh
Home,Home_Essentials,Germi Chek
Home,Home_Essentials,Cleox
Home,Home_Essentials,Roots
Home,Home_Essentials,Nyle
Home,Kitchen,Trm
Home,Home_Essentials,GOTILE
Home,Home_Essentials,Fair & Lovely
Home,Home_Essentials,Veggie Clean
Home,Home_Essentials,Clinic Plus
Home,Home_Essentials,Dentoshine
Home,Home_Essentials,Brasso
Home,Home_Essentials,Morpheme
Home,Home_Essentials,Kama Ayurveda
Home,Yard_Garden,Natures Plus
Home,Home_Essentials,Margo
Home,Home_Essentials,Good maid
Home,Kitchen,Master
Home,Decor,Raju Candles
Home,Kitchen,Mukti
Home,Home_Essentials,BB Home Herbal
Home,Hygiene,Engage
Home,Hygiene,Kamasutra
Home,Hygiene,Embark
Home,Hygiene,Lomani
Home,Home_Essentials,Filone
Home,Home_Essentials,Herbal Strategi
Home,Hygiene,Eva
Home,Hygiene,Playboy
Home,Home_Essentials,Aquawhite
Home,Home_Essentials,Merito
Home,Home_Essentials,Veg Fru Wash
Home,Hygiene,Ulric De Varens
Home,Home_Essentials,Bubblenut Wash
Home,Hygiene,Wild Stone
Home,Home_Essentials,Veg Wash
Home,Hygiene,Rasasi
Home,Kitchen,UCOOK
Home,Hygiene,Baldessarini
Home,Hygiene,X-MEN
Home,Hygiene,Super Smelly
Home,Hygiene,Intimus
Home,Home_Essentials,Cetaphil
Home,Home_Essentials,Homey Home Fresh
Home,Hygiene,Beverly Hills Polo Club
Home,Home_Essentials,The Better Home
Home,Hygiene,Shakira
Home,Hygiene,Ob
Home,Hygiene,Armaf
Home,Home_Essentials,Dr. Beckmann
Home,Hygiene,EL PASO
Home,Home_Essentials,Plasto World
Home,Hygiene,Carven
Home,Hygiene,Estee Lauder
Home,Yard_Garden,Eco
Home,Home_Essentials,Venyaa
Home,Hygiene,Yoni
Home,Hygiene,Cigar
Home,Home_Essentials,Selpak
Home,Hygiene,ARAMIS
Home,Hygiene,Remy Marquis
Home,Hygiene,Confetti London
Home,Home_Essentials,Baby Dove
Home,Home_Essentials,Callesta
Home,Kitchen,Macclite
Home,Home_Essentials,Saafoo
Home,Kitchen,Rolex
Home,Home_Essentials,Cot Mate
Home,Hygiene,Z
Home,Home_Essentials,Dr.Batra'S
Home,Hygiene,Tommy Hilfiger
Home,Hygiene,HAVOC
Home,Home_Essentials,Omino Bianco
Home,Hygiene,Jovan
Home,Home_Essentials,Homizol
Home,Home_Essentials,Caremate
Home,Hygiene,Maxi
Home,Home_Essentials,Poo-Pourri
Home,Home_Essentials,Harmony
Home,Yard_Garden,Aristo
Home,Home_Essentials,365
Home,Home_Essentials,MVS
Home,Home_Essentials,SSS
Home,Home_Essentials,Reliance
Home,Home_Essentials,Gebi
Home,Kitchen,Bergner
Home,Hygiene,Meneza
Home,Kitchen,Silicone
Home,Home_Essentials,Polyset
Home,Home_Essentials,Spark
Home,Home_Essentials,Qiaofeng
Home,Home_Essentials,Sidhi
Home,Home_Essentials,Unik Home
Home,Home_Essentials,NSH
Home,Yard_Garden,Urban Terra
Home,Home_Essentials,Jai Veer
Home,Home_Essentials,KM
Home,Home_Essentials,The Earth Reserve
Home,Home_Essentials,Swati Khadi
Home,Home_Essentials,Aaniya
Home,Home_Essentials,Kerala
Home,Home_Essentials,Apex
Home,Home_Essentials,Ciplaplast
Home,Home_Essentials,Amazon Series
Home,Yard_Garden,Forgreen
Home,Home_Essentials,Auravedic
Home,Hygiene,ICare
Home,Kitchen,Tefal
Home,Home_Essentials,Spraymintt
Home,Home_Essentials,Dabur Babool
Home,Kitchen,Manya
Home,Home_Essentials,Softouch
Home,Home_Essentials,Born Good
Home,Home_Essentials,Ariel
Home,Home_Essentials,Henko
Home,Home_Essentials,Safewash
Home,Home_Essentials,Exo
Home,Home_Essentials,Vim
Home,Home_Essentials,Giffy
Home,Home_Essentials,Pitambari
Home,Home_Essentials,Metro
Home,Home_Essentials,Wheel
Home,Home_Essentials,Genteel
Home,Home_Essentials,Surf Excel
Home,Home_Essentials,Rin
Home,Home_Essentials,Tide
Home,Home_Essentials,Pril
Home,Home_Essentials,Ujala
Home,Home_Essentials,Citrus Plus
Home,Home_Essentials,Ezee
Home,Home_Essentials,Morelight
Home,Home_Essentials,Closeup
Home,Home_Essentials,Love & Care
Home,Home_Essentials,Robin
Home,Home_Essentials,Ponvandu
Home,Home_Essentials,Ujala Supreme
Home,Home_Essentials,Revive
Home,Home_Essentials,Mugi Fresh
Home,Hygiene,Floh
Home,Home_Essentials,Vanish
Home,Home_Essentials,Listerine
Home,Home_Essentials,De Fabulous
Home,Home_Essentials,LG
Home,Home_Essentials,V2
Home,Home_Essentials,Nimeasy
Home,Home_Essentials,Batiste
Home,Home_Essentials,Scalpe Pro
Home,Home_Essentials,Finesse
Home,Home_Essentials,Samsung
Home,Home_Essentials,Sabena
Home,Home_Essentials,Ok
Home,Kitchen,Leo Natura
Home,Kitchen,Yongsheng
Home,Home_Essentials,Odopic
Home,Home_Essentials,Mr. White
Home,Home_Essentials,Origami
Home,Home_Essentials,Paseo
Home,Home_Essentials,Beeta
Home,Home_Essentials,Freshee
Home,Home_Essentials,Home Mate
Home,Home_Essentials,Godya
Home,Home_Essentials,Asahikasei
Home,Home_Essentials,Ezee Alka
Home,Home_Essentials,Multix
Home,Home_Essentials,Mystique
Home,Home_Essentials,Promen
Home,Home_Essentials,Hindalco
Home,Home_Essentials,Oddy
Home,Home_Essentials,Pearl Luxury
Home,Home_Essentials,Sofia
Home,Home_Essentials,Glad
Home,Home_Essentials,Aarika
Home,Home_Essentials,Canopus
Home,Home_Essentials,Maylo
Home,Home_Essentials,Love In Life
Home,Home_Essentials,RENUZIT
Home,Home_Essentials,Ambipur
Home,Home_Essentials,Spring Fest
Home,Home_Essentials,Smell Fresh
Home,Home_Essentials,Mr Nomo
Home,Home_Essentials,Chik
Home,Yard_Garden,Prozo
Home,Home_Essentials,Scotch brite
Home,Home_Essentials,York
Home,Home_Essentials,Liao
Home,Home_Essentials,Gala
Home,Home_Essentials,Milton - Spotzero
Home,Home_Essentials,Raju's Cloth
Home,Home_Essentials,Dishmatic
Home,Home_Essentials,Polyguards
Home,Home_Essentials,Rise N Shine
Home,Home_Essentials,Dash
Home,Home_Essentials,Scrubit
Home,Home_Essentials,Blor
Home,Home_Essentials,Aarna
Home,Home_Essentials,Formula
Home,Home_Essentials,Lexus
Home,Home_Essentials,Refresh Plus
Home,Home_Essentials,Trisa
Home,Home_Essentials,Priya Brand
Home,Yard_Garden,National Gardens
Home,Home_Essentials,Absorb-It
Home,Kitchen,RYL
