,Description,Category,Sub_Category
524,"""The Adventures of Tom Sawyer"" by Mark Twain",Entertainment,Books
525,"""The Chronicles of Narnia"" by C.S. Lewis",Entertainment,Books
526,"""The Cat in the Hat"" by Dr. Seuss",Entertainment,Books
527,"""Charlotte's Web"" by E.B. White",Entertainment,Books
528,"""Winnie-the-Pooh"" by A.A. Milne",Entertainment,Books
529,"""Alice's Adventures in Wonderland"" by Lewis Carroll",Entertainment,Books
530,"""The Grapes of Wrath"" by John Steinbeck",Entertainment,Books
531,"""Of Mice and Men"" by John Steinbeck",Entertainment,Books
532,"""The Color Purple"" by Alice Walker",Entertainment,Books
533,"""The Diary of a Young Girl"" by Anne Frank",Entertainment,Books
534,"""The Outsiders"" by S.E. Hinton",Entertainment,Books
535,"""Gone with the Wind"" by Margaret Mitchell",Entertainment,Books
536,"""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams",Entertainment,Books
537,"""The Harry Potter Series"" by J.K. Rowling",Entertainment,Books
538,"""The Hunger Games"" by Suzanne Collins",Entertainment,Books
539,"""Twilight"" by Stephanie Meyer",Entertainment,Books
540,"""The Da Vinci Code"" by Dan Brown",Entertainment,Books
541,"""The Girl with the Dragon Tattoo"" by Stieg Larsson",Entertainment,Books
542,"""The Girl on the Train"" by Paula Hawkins",Entertainment,Books
543,"""Fifty Shades of Grey"" by E.L. James",Entertainment,Books
544,"""The Fault in Our Stars"" by John Green",Entertainment,Books
545,"""The Alchemist"" by Paulo Coelho",Entertainment,Books
546,"""One Hundred Years of Solitude"" by Gabriel Garcia Marquez",Entertainment,Books
547,"""Love in the Time of Cholera"" by Gabriel Garcia Marquez",Entertainment,Books
548,"""A Song of Ice and Fire Series"" by George R.R. Martin",Entertainment,Books
549,"""The Shining"" by Stephen King",Entertainment,Books
550,"""The Stand"" by Stephen King",Entertainment,Books
551,"""It"" by Stephen King",Entertainment,Books
552,"""The Dark Tower Series"" by Stephen King",Entertainment,Books
553,"""The Girl Who Kicked the Hornet's Nest"" by Stieg Larsson",Entertainment,Books
554,"""The Girl Who Played with Fire"" by Stieg Larsson",Entertainment,Books
555,"""The Help"" by Kathryn Stockett",Entertainment,Books
556,"""The Immortal Life of Henrietta Lacks"" by Rebecca Skloot",Entertainment,Books
557,"""The Kite Runner"" by Khaled Hosseini",Entertainment,Books
558,"""A Thousand Splendid Suns"" by Khaled Hosseini",Entertainment,Books
559,"""The Joy Luck Club"" by Amy Tan",Entertainment,Books
560,"""The Lovely Bones"" by Alice Sebold",Entertainment,Books
561,"""The Devil Wears Prada"" by Lauren Weisberger",Entertainment,Books
562,"""The Time Traveler's Wife"" by Audrey Niffenegger",Entertainment,Books
563,"""The Book Thief"" by Markus Zusak",Entertainment,Books
564,"""The Secret Life of Bees"" by Sue Monk Kidd",Entertainment,Books
565,"""Eat, Pray, Love"" by Elizabeth Gilbert",Entertainment,Books
566,"""Bridget Jones's Diary"" by Helen Fielding",Entertainment,Books
567,"""Atonement"" by Ian McEwan",Entertainment,Books
568,"""The Picture of Dorian Gray"" by Oscar Wilde",Entertainment,Books
1645,Settlers of Catan,Entertainment,Games
1646,Ticket to Ride,Entertainment,Games
1647,Codenames,Entertainment,Games
1648,Pandemic,Entertainment,Games
1649,Carcassonne,Entertainment,Games
1650,Splendor,Entertainment,Games
1651,Scythe,Entertainment,Games
1652,Dominion,Entertainment,Games
1653,Betrayal at Baldur's Gate,Entertainment,Games
1654,Gloomhaven,Entertainment,Games
1655,Risk,Entertainment,Games
1656,Betrayal at House on the Hill,Entertainment,Games
1657,King of Tokyo,Entertainment,Games
1658,Azul,Entertainment,Games
1659,Terraforming Mars,Entertainment,Games
1660,Power Grid,Entertainment,Games
1661,Eldritch Horror,Entertainment,Games
1662,Clank!,Entertainment,Games
1663,7 Wonders,Entertainment,Games
1664,Arkham Horror,Entertainment,Games
1665,Battlestar Galactica,Entertainment,Games
1666,Small World,Entertainment,Games
1667,Munchkin,Entertainment,Games
1668,Dead of Winter,Entertainment,Games
1669,Star Wars: X-Wing Miniatures Game,Entertainment,Games
1670,Dixit,Entertainment,Games
1671,Sheriff of Nottingham,Entertainment,Games
1672,Twilight Imperium,Entertainment,Games
1673,Lords of Waterdeep,Entertainment,Games
1674,Axis & Allies,Entertainment,Games
1675,Betrayal Legacy,Entertainment,Games
1676,Betrayal at Baldur's Gate: The Haunt Begins,Entertainment,Games
1677,The Resistance,Entertainment,Games
1678,Dominion: Intrigue,Entertainment,Games
1679,The Settlers of Catan: 5-6 Player Extension,Entertainment,Games
1680,Secret Hitler,Entertainment,Games
1681,Zombicide: Black Plague,Entertainment,Games
1682,Monopoly,Entertainment,Games
1683,Betrayal at Mystery Mansion,Entertainment,Games
1684,Shadows Over Camelot,Entertainment,Games
1685,Wingspan,Entertainment,Games
1686,Dungeons & Dragons Starter Set,Entertainment,Games
1687,The Castles of Burgundy,Entertainment,Games
1688,The Grizzled,Entertainment,Games
1689,Imperial Settlers,Entertainment,Games
1690,Through the Ages: A New Story of Civilization,Entertainment,Games
1691,Splendor: Cities of Splendor Expansion,Entertainment,Games
1692,Talisman: Revised 4th Edition,Entertainment,Games
1693,Betrayal at House on the Hill: Widow's Walk,Entertainment,Games
1694,Blood Rage,Entertainment,Games
1695,Terra Mystica,Entertainment,Games
1696,A Game of Thrones: The Board Game,Entertainment,Games
1697,Cosmic Encounter,Entertainment,Games
1698,Bang!,Entertainment,Games
1699,Puerto Rico,Entertainment,Games
1700,Mysterium,Entertainment,Games
1701,Deadwood 1876,Entertainment,Games
1702,Forbidden Island,Entertainment,Games
1703,Memoir '44,Entertainment,Games
1704,Power Grid Deluxe: Europe/North America,Entertainment,Games
1705,Betrayal at Baldur's Gate: Shadow of Bhaal,Entertainment,Games
1706,Battle Line,Entertainment,Games
1707,King of New York,Entertainment,Games
1708,Dominion: Seaside,Entertainment,Games
1709,Firefly: The Game,Entertainment,Games
1710,Dominion: Prosperity,Entertainment,Games
1711,Eclipse,Entertainment,Games
1712,Arkham Horror: The Card Game,Entertainment,Games
1713,Eldritch Horror: Mountains of Madness Expansion,Entertainment,Games
1714,Gloomhaven: Jaws of the Lion,Entertainment,Games
1715,Betrayal at House on the Hill: Upgrade Kit,Entertainment,Games
1716,The Settlers of Catan: Seafarers Expansion,Entertainment,Games
1717,King of Tokyo: Power Up!,Entertainment,Games
1718,Dominion: Hinterlands,Entertainment,Games
1719,Coup,Entertainment,Games
1720,Codenames: Pictures,Entertainment,Games
1721,The Lord of the Rings: The Card Game,Entertainment,Games
1722,Betrayal at Baldur's Gate: Legends of Baldur's Gate,Entertainment,Games
1723,Risk: Star Wars Edition,Entertainment,Games
1724,Carcassonne: Traders & Builders Expansion,Entertainment,Games
1725,Betrayal at Mystery Mansion: Heroes vs. Monsters,Entertainment,Games
1726,Splendor: Marvel Expansion,Entertainment,Games
1727,Boss Monster: The Dungeon Building Card Game,Entertainment,Games
1728,Citadels,Entertainment,Games
1729,The Mind,Entertainment,Games
1730,Trivial Pursuit,Entertainment,Games
1731,Betrayal at Baldur's Gate: The Blackstaff's Treasury,Entertainment,Games
1732,Scythe: The Rise of Fenris Expansion,Entertainment,Games
1733,Zombicide,Entertainment,Games
1734,Codenames: Duet,Entertainment,Games
1735,Axis & Allies 1942 Second Edition,Entertainment,Games
1736,Betrayal at Baldur's Gate: Heroes of Baldur's Gate,Entertainment,Games
1737,Photosynthesis,Entertainment,Games
1738,Carcassonne: Inns & Cathedrals Expansion,Entertainment,Games
1739,Roll Player,Entertainment,Games
1740,The Settlers of Catan: Traders & Barbarians Expansion,Entertainment,Games
1741,Mansions of Madness: Second Edition,Entertainment,Games
1742,Codenames: Disney Family Edition,Entertainment,Games
1743,Gloom,Entertainment,Games
1744,Sushi Go!,Entertainment,Games
1745,Betrayal at Baldur's Gate: Escape from Baldur's Gate,Entertainment,Games
1746,Root,Entertainment,Games
1747,T.I.M.E Stories,Entertainment,Games
1748,Dominion: Nocturne,Entertainment,Games
1749,Monopoly: Classic Edition,Entertainment,Games
1750,Betrayal at Baldur's Gate: Palace of the Mad Mage,Entertainment,Games
1751,The Settlers of Catan: Cities & Knights Expansion,Entertainment,Games
1752,Clue,Entertainment,Games
1753,Azul: Stained Glass of Sintra,Entertainment,Games
1754,Love Letter,Entertainment,Games
1755,Codenames: Deep Undercover,Entertainment,Games
1756,Tokaido,Entertainment,Games
1757,Risk: Game of Thrones Edition,Entertainment,Games
1758,The Resistance: Avalon,Entertainment,Games
1759,Splendor: Noble Tiles Expansion,Entertainment,Games
1760,Betrayal at Baldur's Gate: The Maze of Shadows,Entertainment,Games
1761,Sagrada,Entertainment,Games
1762,The Settlers of Catan: The Legend of the Sea Robbers,Entertainment,Games
1763,Deception: Murder in Hong Kong,Entertainment,Games
1764,Codenames: Harry Potter Edition,Entertainment,Games
1765,Smash Up,Entertainment,Games
1766,Monopoly: Disney Edition,Entertainment,Games
1767,7 Wonders Duel,Entertainment,Games
1768,Betrayal at Baldur's Gate: Secrets of the Undercity,Entertainment,Games
1769,Pandemic Legacy: Season 2,Entertainment,Games
1770,Betrayal at Baldur's Gate: Fane of the Night Serpent,Entertainment,Games
1771,Scythe: Invaders from Afar Expansion,Entertainment,Games
1772,Dead of Winter: The Long Night,Entertainment,Games
1773,Ticket to Ride: Europe,Entertainment,Games
1774,Betrayal at Baldur's Gate: Den of the Wererats,Entertainment,Games
1775,Codenames: Marvel Edition,Entertainment,Games
1776,King of Tokyo: Dark Edition,Entertainment,Games
1777,Monopoly: Fortnite Edition,Entertainment,Games
1778,Catan Histories: Settlers of America Trails to Rails,Entertainment,Games
1779,Betrayal at Baldur's Gate: Tower of Chaos,Entertainment,Games
1780,The Settlers of Catan: Seafarers Scenario - Legend of the Sea Robbers,Entertainment,Games
1781,Betrayal at Baldur's Gate: The Blackstaff's Book of Monsters,Entertainment,Games
1782,Gloomhaven: Forgotten Circles Expansion,Entertainment,Games
1783,Axis & Allies Europe 1940 Second Edition,Entertainment,Games
1784,The Settlers of Catan: Explorers & Pirates Expansion,Entertainment,Games
1785,Codenames: Disney Villains Edition,Entertainment,Games
1786,Betrayal at Baldur's Gate: Against the Giants,Entertainment,Games
1787,Carcassonne: Big Box,Entertainment,Games
1788,Monopoly: Star Wars Edition,Entertainment,Games
1789,The Settlers of Catan: Traders & Barbarians Scenario - Barbarian Attack,Entertainment,Games
1790,Boss Monster 2: The Next Level,Entertainment,Games
1791,Dominion: Guilds,Entertainment,Games
1792,Munchkin Deluxe,Entertainment,Games
1793,Clue: Harry Potter Edition,Entertainment,Games
1794,Betrayal at Baldur's Gate: Dungeon of the Mad Mage,Entertainment,Games
1795,Spyfall,Entertainment,Games
1796,The Settlers of Catan: Seafarers Scenario - The Fog Island,Entertainment,Games
1797,Monopoly: The Classic Edition,Entertainment,Games
1798,Codenames: XXL,Entertainment,Games
1799,The Resistance: The Plot Thickens Expansion,Entertainment,Games
1800,Risk: The Game of Strategic Conquest,Entertainment,Games
1801,The Settlers of Catan: Seafarers Scenario - The Pirate Island,Entertainment,Games
1802,Monopoly: Game of Thrones Edition,Entertainment,Games
1803,The Settlers of Catan: Traders & Barbarians Scenario - The Caravan,Entertainment,Games
1804,Codenames: Pictures XXL,Entertainment,Games
1805,Clank! Legacy: Acquisitions Incorporated,Entertainment,Games
1806,Monopoly: Rick and Morty Edition,Entertainment,Games
1807,Dead of Winter: Warring Colonies Expansion,Entertainment,Games
1808,The Settlers of Catan: 5-6 Player Extension - Seafarers,Entertainment,Games
1809,Betrayal at Baldur's Gate: The Price of Freedom,Entertainment,Games
1810,Ticket to Ride: Nordic Countries,Entertainment,Games
1811,Betrayal at Baldur's Gate: Undermountain Abominations,Entertainment,Games
1812,Dominion: Adventures,Entertainment,Games
1813,Monopoly: Cheaters Edition,Entertainment,Games
1814,The Settlers of Catan: Seafarers Scenario - The Four Islands,Entertainment,Games
1815,Risk: Europe 1940,Entertainment,Games
1816,The Settlers of Catan: Cities & Knights Scenario - The Economy,Entertainment,Games
1817,Axis & Allies Pacific 1940 Second Edition,Entertainment,Games
2896,AMC Theatres,Entertainment,Movies_TV
2897,Regal Cinemas,Entertainment,Movies_TV
2898,Cinemark Theatres,Entertainment,Movies_TV
2899,Marcus Theatres,Entertainment,Movies_TV
2900,Harkins Theatres,Entertainment,Movies_TV
2901,Showcase Cinemas,Entertainment,Movies_TV
2902,Cineplex,Entertainment,Movies_TV
2903,Landmark Theatres,Entertainment,Movies_TV
2904,Alamo Drafthouse Cinema,Entertainment,Movies_TV
2905,Bow Tie Cinemas,Entertainment,Movies_TV
2906,Angelika Film Center,Entertainment,Movies_TV
2907,Laemmle Theatres,Entertainment,Movies_TV
2908,Landmark's Sunshine Cinema,Entertainment,Movies_TV
2909,Landmark's Nuart Theatre,Entertainment,Movies_TV
2910,Landmark's E Street Cinema,Entertainment,Movies_TV
2911,Landmark's Midtown Art Cinema,Entertainment,Movies_TV
2912,Landmark's Ken Cinema,Entertainment,Movies_TV
2913,Malco Theatres,Entertainment,Movies_TV
2914,Megaplex Theatres,Entertainment,Movies_TV
2915,Goodrich Quality Theatres,Entertainment,Movies_TV
2916,Galaxy Theatres,Entertainment,Movies_TV
3379,Wilson Evolution Indoor Game Basketball,Entertainment,Sports_Outdoors
3380,Spalding NBA Street Basketball,Entertainment,Sports_Outdoors
3381,Nike Elite Competition Basketball,Entertainment,Sports_Outdoors
3382,Baden Elite Indoor Game Basketball,Entertainment,Sports_Outdoors
3383,Molten FIBA Official Basketball,Entertainment,Sports_Outdoors
3384,Under Armour 495 Indoor/Outdoor Basketball,Entertainment,Sports_Outdoors
3385,Wilson NCAA Replica Game Basketball,Entertainment,Sports_Outdoors
3386,Rawlings Official NBA Game Ball,Entertainment,Sports_Outdoors
3387,Baden Elite Outdoor Game Basketball,Entertainment,Sports_Outdoors
3388,Nike Hyper Elite Basketball,Entertainment,Sports_Outdoors
3389,Wilson NFL Game Football,Entertainment,Sports_Outdoors
3390,Nike Vapor Jet 5.0 Football,Entertainment,Sports_Outdoors
3391,Rawlings Official NFL Game Football,Entertainment,Sports_Outdoors
3392,Under Armour 495 Composite Football,Entertainment,Sports_Outdoors
3393,Wilson GST Composite Football,Entertainment,Sports_Outdoors
3394,Nike Vapor One Football,Entertainment,Sports_Outdoors
3395,Rawlings ST5 Official Game Football,Entertainment,Sports_Outdoors
3396,Adidas Adizero 5-Star Football,Entertainment,Sports_Outdoors
3397,Spalding Alpha Composite Football,Entertainment,Sports_Outdoors
3398,Nike AeroStrike Football,Entertainment,Sports_Outdoors
3399,Adidas Tango Street Ball,Entertainment,Sports_Outdoors
3400,Nike Premier Team FIFA Soccer Ball,Entertainment,Sports_Outdoors
3401,Adidas MLS Top Glider Soccer Ball,Entertainment,Sports_Outdoors
3402,Select Numero 10 Soccer Ball,Entertainment,Sports_Outdoors
3403,Puma Powercamp 2.0 Soccer Ball,Entertainment,Sports_Outdoors
3404,Nike Strike Premier League Soccer Ball,Entertainment,Sports_Outdoors
3405,Adidas Telstar 18 World Cup Match Soccer Ball,Entertainment,Sports_Outdoors
3406,Umbro Neo Pro Elite Soccer Ball,Entertainment,Sports_Outdoors
3407,Under Armour Desafio Premier Soccer Ball,Entertainment,Sports_Outdoors
3408,Wilson Traditional Soccer Ball,Entertainment,Sports_Outdoors
3409,Franklin Sports X-40 Performance Pickleball Balls,Entertainment,Sports_Outdoors
3410,Onix Pure 2 Outdoor Pickleball Balls,Entertainment,Sports_Outdoors
3411,Dura Fast 40 Outdoor Pickleballs,Entertainment,Sports_Outdoors
3412,Gamma Photon Indoor Pickleballs,Entertainment,Sports_Outdoors
3413,Engage Poach Icon Pickleball Paddle,Entertainment,Sports_Outdoors
3414,Selkirk Amped S2 Pickleball Paddle,Entertainment,Sports_Outdoors
3415,ProLite Rebel PowerSpin Pickleball Paddle,Entertainment,Sports_Outdoors
3416,Onix Graphite Z5 Pickleball Paddle,Entertainment,Sports_Outdoors
3417,Paddletek Tempest Wave Pickleball Paddle,Entertainment,Sports_Outdoors
3418,Prince Response Pro Pickleball Paddle,Entertainment,Sports_Outdoors
3419,Discraft Ultra-Star 175g Ultimate Frisbee,Entertainment,Sports_Outdoors
3420,Innova Champion Disc Golf Set,Entertainment,Sports_Outdoors
3421,Aerobie Pro Flying Ring,Entertainment,Sports_Outdoors
3422,Wham-O Frisbee Golf Set,Entertainment,Sports_Outdoors
3423,Nite Ize Flashflight LED Light-Up Flying Disc,Entertainment,Sports_Outdoors
3424,Wham-O Frisbee Frisbee,Entertainment,Sports_Outdoors
3425,Discraft Buzzz Elite Z Golf Disc,Entertainment,Sports_Outdoors
3426,Innova DX Aviar Putt and Approach Golf Disc,Entertainment,Sports_Outdoors
3427,Kestrel Disc Golf Set,Entertainment,Sports_Outdoors
3428,Innova Blizzard Champion Destroyer Golf Disc,Entertainment,Sports_Outdoors
3429,Dick's Sporting Goods,Entertainment,Sports_Outdoors
3430,Academy Sports + Outdoors,Entertainment,Sports_Outdoors
3431,REI,Entertainment,Sports_Outdoors
3432,Bass Pro Shops,Entertainment,Sports_Outdoors
3433,Cabela's,Entertainment,Sports_Outdoors
3434,Sportsman's Warehouse,Entertainment,Sports_Outdoors
3435,Scheels,Entertainment,Sports_Outdoors
3436,Gander Outdoors,Entertainment,Sports_Outdoors
3437,Big 5 Sporting Goods,Entertainment,Sports_Outdoors
3439,BARNES &amp; NOBLE #2626,Entertainment,Books
3460,Cinemark Theatres,Entertainment,Movies_TV
