,Description,Category,Sub_Category
649,NARS Sheer Glow Foundation,Personal_Care,Makeup
650,Smashbox Photo Finish Primer Water,Personal_Care,Makeup
651,CoverGirl Clean Matte BB Cream,Personal_Care,Makeup
652,L'Oreal Paris Telescopic Mascara,Personal_Care,Makeup
653,Charlotte Tilbury Magic Cream Moisturizer,Personal_Care,Makeup
654,Urban Decay Naked Skin Weightless Ultra Definition Liquid Makeup,Personal_Care,Makeup
655,Huda Beauty Faux Filter Foundation,Personal_Care,Makeup
656,Milk Makeup Highlighter,Personal_Care,Makeup
657,Fenty Beauty Flyliner Longwear Liquid Eyeliner,Personal_Care,Makeup
658,Stila Glitter & Glow Liquid Eye Shadow,Personal_Care,Makeup
659,Tarte Amazonian Clay Waterproof Brow Pencil,Personal_Care,Makeup
660,Pat McGrath Labs Mothership V Eyeshadow Palette,Personal_Care,Makeup
661,Glossier Generation G Lipstick,Personal_Care,Makeup
662,KVD Vegan Beauty Tattoo Liner,Personal_Care,Makeup
663,MAC Fix+ Setting Spray,Personal_Care,Makeup
664,Yves Saint Laurent All Hours Foundation,Personal_Care,Makeup
665,Tatcha The Water Cream Moisturizer,Personal_Care,Makeup
666,Benefit Roller Lash Mascara,Personal_Care,Makeup
667,Marc Jacobs Beauty Velvet Noir Major Volume Mascara,Personal_Care,Makeup
668,CoverGirl TruBlend Matte Made Foundation,Personal_Care,Makeup
669,Too Faced Hangover Replenishing Face Primer,Personal_Care,Makeup
670,Fenty Beauty Match Stix Matte Skinstick,Personal_Care,Makeup
671,L'Oreal Paris Infallible Pro-Glow Foundation,Personal_Care,Makeup
672,Urban Decay Heavy Metal Glitter Eyeliner,Personal_Care,Makeup
673,NARS Powermatte Lip Pigment,Personal_Care,Makeup
674,ColourPop Ultra Matte Liquid Lipstick,Personal_Care,Makeup
675,Becca Backlight Priming Filter,Personal_Care,Makeup
676,Pat McGrath Labs LuxeTrance Lipstick,Personal_Care,Makeup
677,Milk Makeup Holographic Stick,Personal_Care,Makeup
678,Anastasia Beverly Hills Norvina Eyeshadow Palette,Personal_Care,Makeup
679,Laura Mercier Tinted Moisturizer,Personal_Care,Makeup
680,Est�e Lauder Pure Color Envy Sculpting Lipstick,Personal_Care,Makeup
681,Tarte Rainforest of the Sea Water Foundation,Personal_Care,Makeup
682,NARS Natural Radiant Longwear Foundation,Personal_Care,Makeup
683,Too Faced Born This Way Concealer,Personal_Care,Makeup
684,MAC Mineralize Skinfinish Highlighter,Personal_Care,Makeup
685,Fenty Beauty Pro Filt'r Instant Retouch Concealer,Personal_Care,Makeup
686,Glossier Haloscope Highlighter,Personal_Care,Makeup
687,Maybelline Dream Fresh BB Cream,Personal_Care,Makeup
688,L'Oreal Paris True Match Lumi Foundation,Personal_Care,Makeup
689,Charlotte Tilbury Filmstar Bronze & Glow Contour Duo,Personal_Care,Makeup
690,Urban Decay 24/7 Glide-On Eye Pencil,Personal_Care,Makeup
691,Marc Jacobs Beauty Enamored Hi-Shine Lip Lacquer,Personal_Care,Makeup
692,Anastasia Beverly Hills Soft Glam Eyeshadow Palette,Personal_Care,Makeup
693,Huda Beauty Obsessions Eyeshadow Palette,Personal_Care,Makeup
694,Milk Makeup Cooling Water Eye Patches,Personal_Care,Makeup
695,Smashbox Always Sharp Waterproof Kohl Liner,Personal_Care,Makeup
696,Tarte Tarteist Pro Amazonian Clay Palette,Personal_Care,Makeup
697,Pat McGrath Labs MTHRSHP Subversive La Vie En Rose Eyeshadow Palette,Personal_Care,Makeup
698,Becca Ultimate Coverage Foundation,Personal_Care,Makeup
699,NARS Natural Radiant Longwear Cushion Foundation,Personal_Care,Makeup
700,CoverGirl Exhibitionist Mascara,Personal_Care,Makeup
701,Too Faced Natural Face Palette,Personal_Care,Makeup
702,L'Oreal Paris Infallible Pro-Last Lip Color,Personal_Care,Makeup
703,Stila Convertible Color Dual Lip & Cheek Cream,Personal_Care,Makeup
704,Charlotte Tilbury Magic Foundation,Personal_Care,Makeup
705,Urban Decay Naked Skin Color Correcting Fluid,Personal_Care,Makeup
706,Tatcha The Silk Canvas Protective Primer,Personal_Care,Makeup
707,Huda Beauty Nude Eyeshadow Palette,Personal_Care,Makeup
708,Milk Makeup Lip + Cheek,Personal_Care,Makeup
709,Fenty Beauty Pro Filt'r Instant Retouch Setting Powder,Personal_Care,Makeup
710,Glossier Cloud Paint Blush,Personal_Care,Makeup
711,Maybelline Master Chrome Metallic Highlighter,Personal_Care,Makeup
712,L'Oreal Paris True Match Lumi Glow Amour Glow Boosting Drops,Personal_Care,Makeup
713,Anastasia Beverly Hills Powder Bronzer,Personal_Care,Makeup
714,Laura Mercier Loose Setting Powder,Personal_Care,Makeup
715,Est�e Lauder Bronze Goddess,Personal_Care,Makeup
2599,Nature Made Multivitamin,Personal_Care,Vitamins_Supplements
2600,Centrum Multivitamin,Personal_Care,Vitamins_Supplements
2601,One A Day Women's Multivitamin,Personal_Care,Vitamins_Supplements
2602,Nature's Bounty Biotin,Personal_Care,Vitamins_Supplements
2603,Nature Made Fish Oil,Personal_Care,Vitamins_Supplements
2604,Nature Made Vitamin D3,Personal_Care,Vitamins_Supplements
2605,Garden of Life Multivitamin for Women,Personal_Care,Vitamins_Supplements
2606,Nature Made Vitamin B12,Personal_Care,Vitamins_Supplements
2607,MegaFood Women's One Daily Multivitamin,Personal_Care,Vitamins_Supplements
2608,SmartyPants Kids Complete Multivitamin,Personal_Care,Vitamins_Supplements
2609,Nature Made Vitamin C,Personal_Care,Vitamins_Supplements
2610,Sundown Naturals B12,Personal_Care,Vitamins_Supplements
2611,Rainbow Light Women's One Multivitamin,Personal_Care,Vitamins_Supplements
2612,Kirkland Signature Mature Multivitamin,Personal_Care,Vitamins_Supplements
2613,Olly The Perfect Women's Multivitamin Gummy Supplement,Personal_Care,Vitamins_Supplements
2614,Vitafusion Women's Gummy Vitamins,Personal_Care,Vitamins_Supplements
2615,Garden of Life Vitamin Code Women,Personal_Care,Vitamins_Supplements
2616,Nature's Bounty Vitamin C,Personal_Care,Vitamins_Supplements
2617,Nordic Naturals Ultimate Omega Fish Oil,Personal_Care,Vitamins_Supplements
2618,Garden of Life Vitamin Code Men,Personal_Care,Vitamins_Supplements
2619,SmartyPants Women's Complete Gummy Vitamins,Personal_Care,Vitamins_Supplements
2620,Rainbow Light Men's One Multivitamin,Personal_Care,Vitamins_Supplements
2621,Centrum Silver Multivitamin for Adults 50 Plus,Personal_Care,Vitamins_Supplements
2622,Vitafusion Men's Gummy Vitamins,Personal_Care,Vitamins_Supplements
2623,Garden of Life Vitamin Code Men 50 & Wiser,Personal_Care,Vitamins_Supplements
2624,One A Day Men's Multivitamin,Personal_Care,Vitamins_Supplements
2625,Garden of Life Vitamin Code Women 50 & Wiser,Personal_Care,Vitamins_Supplements
2626,MegaFood Blood Builder,Personal_Care,Vitamins_Supplements
2627,Solgar B12,Personal_Care,Vitamins_Supplements
2628,Garden of Life Raw Probiotics for Women,Personal_Care,Vitamins_Supplements
2629,New Chapter Every Man's One Daily,Personal_Care,Vitamins_Supplements
2630,Garden of Life Vitamin Code Raw Prenatal,Personal_Care,Vitamins_Supplements
2631,Optimum Nutrition Opti-Men Multivitamin,Personal_Care,Vitamins_Supplements
2632,Garden of Life Raw Probiotics for Men,Personal_Care,Vitamins_Supplements
2633,Sundown Naturals Vitamin E,Personal_Care,Vitamins_Supplements
2634,Garden of Life Vitamin Code Kids,Personal_Care,Vitamins_Supplements
2635,Rainbow Light Prenatal One Multivitamin,Personal_Care,Vitamins_Supplements
2636,Nature's Way Alive! Women's Energy Multivitamin,Personal_Care,Vitamins_Supplements
2637,Garden of Life Vitamin Code 50 & Wiser Women,Personal_Care,Vitamins_Supplements
2638,Vitafusion Women's Supercharged Gummy Multivitamin,Personal_Care,Vitamins_Supplements
2639,SmartyPants Men's Complete Gummy Vitamins,Personal_Care,Vitamins_Supplements
2640,Garden of Life Vitamin Code 50 & Wiser Men,Personal_Care,Vitamins_Supplements
2641,Kirkland Signature Daily Multivitamin,Personal_Care,Vitamins_Supplements
2642,Garden of Life Raw Probiotics Ultimate Care,Personal_Care,Vitamins_Supplements
2643,Rainbow Light Women's One Multivitamin Plus Superfoods & Probiotics,Personal_Care,Vitamins_Supplements
2644,MegaFood Men's One Daily Multivitamin,Personal_Care,Vitamins_Supplements
2645,Nordic Naturals Baby's DHA,Personal_Care,Vitamins_Supplements
2646,One A Day Men's 50 Plus Multivitamin,Personal_Care,Vitamins_Supplements
2647,"Nature's Bounty Optimal Solutions Hair, Skin & Nails",Personal_Care,Vitamins_Supplements
2648,Garden of Life Vitamin Code Raw One for Women,Personal_Care,Vitamins_Supplements
2649,Garden of Life Vitamin Code Raw One for Men,Personal_Care,Vitamins_Supplements
2650,Solgar Vitamin D3,Personal_Care,Vitamins_Supplements
2651,Nature's Way Alive! Men's Energy Multivitamin,Personal_Care,Vitamins_Supplements
2652,Rainbow Light Men's One Multivitamin Plus Superfoods & Probiotics,Personal_Care,Vitamins_Supplements
2653,Garden of Life Raw Probiotics Colon Care,Personal_Care,Vitamins_Supplements
2654,MegaFood Baby & Me 2 Prenatal Multi,Personal_Care,Vitamins_Supplements
2655,SmartyPants Kids Complete and Fiber Gummy Vitamins,Personal_Care,Vitamins_Supplements
2656,New Chapter Perfect Prenatal Vitamins,Personal_Care,Vitamins_Supplements
2657,Garden of Life Vitamin Code 50 & Wiser Men's Raw Multivitamin,Personal_Care,Vitamins_Supplements
2658,Garden of Life Vitamin Code 50 & Wiser Women's Raw Multivitamin,Personal_Care,Vitamins_Supplements
2659,MegaFood Baby & Me Prenatal Multivitamin,Personal_Care,Vitamins_Supplements
2660,Nature's Bounty Calcium plus Vitamin D3,Personal_Care,Vitamins_Supplements
2661,New Chapter Every Woman's One Daily Multi,Personal_Care,Vitamins_Supplements
2662,SmartyPants Women's Formula Daily Gummy Vitamins,Personal_Care,Vitamins_Supplements
2663,Garden of Life Vitamin Code Raw Zinc,Personal_Care,Vitamins_Supplements
2664,Rainbow Light Prenatal Petite Mini-Tablet Multivitamin,Personal_Care,Vitamins_Supplements
2665,Nature's Bounty Magnesium,Personal_Care,Vitamins_Supplements
2666,Rainbow Light Men's One Multivitamin Plus Stress Support,Personal_Care,Vitamins_Supplements
2667,Garden of Life Vitamin Code Raw Iron,Personal_Care,Vitamins_Supplements
2668,New Chapter Perfect Postnatal Vitamins,Personal_Care,Vitamins_Supplements
2669,Solgar Omega-3 Fish Oil,Personal_Care,Vitamins_Supplements
2670,Garden of Life Raw Probiotics Vaginal Care,Personal_Care,Vitamins_Supplements
3203,Shampoo,Personal_Care,Hair
3204,Conditioner,Personal_Care,Hair
3205,Hair serum,Personal_Care,Hair
3206,Hair oil,Personal_Care,Hair
3207,Hair mask,Personal_Care,Hair
3208,Hair spray,Personal_Care,Hair
3209,Dry shampoo,Personal_Care,Hair
3210,Leave-in conditioner,Personal_Care,Hair
3211,Hair gel,Personal_Care,Hair
3212,Hair mousse,Personal_Care,Hair
3213,Hair wax,Personal_Care,Hair
3214,Hair pomade,Personal_Care,Hair
3215,Hair cream,Personal_Care,Hair
3216,Hair butter,Personal_Care,Hair
3217,Hair lotion,Personal_Care,Hair
3218,Hair detangler,Personal_Care,Hair
3219,Hair relaxer,Personal_Care,Hair
3220,Hair color dye,Personal_Care,Hair
3221,Hair bleach,Personal_Care,Hair
3222,Hair toner,Personal_Care,Hair
3223,Hair perm solution,Personal_Care,Hair
3224,Hair styling foam,Personal_Care,Hair
3225,Hair texturizer,Personal_Care,Hair
3226,Hair volumizer,Personal_Care,Hair
3227,Hair straightener,Personal_Care,Hair
3228,Hair curling iron,Personal_Care,Hair
3229,Hair rollers,Personal_Care,Hair
3230,Hairbrush,Personal_Care,Hair
3231,Comb,Personal_Care,Hair
3232,Hair clips,Personal_Care,Hair
3233,Hair ties,Personal_Care,Hair
3234,Hairbands,Personal_Care,Hair
3235,Hair extensions,Personal_Care,Hair
3236,Hair toppers,Personal_Care,Hair
3237,Hair pieces,Personal_Care,Hair
3238,Hair wig,Personal_Care,Hair
3239,Hair fiber spray,Personal_Care,Hair
3240,Hair growth serum,Personal_Care,Hair
3241,Scalp treatment,Personal_Care,Hair
3242,Dandruff shampoo,Personal_Care,Hair
3243,Clarifying shampoo,Personal_Care,Hair
3244,Deep conditioning treatment,Personal_Care,Hair
3245,Hot oil treatment,Personal_Care,Hair
3246,Hair repair treatment,Personal_Care,Hair
3247,Protein treatment,Personal_Care,Hair
3248,Hair detangling brush,Personal_Care,Hair
3249,Hair shine spray,Personal_Care,Hair
3250,Hair frizz control serum,Personal_Care,Hair
3251,Heat protectant spray,Personal_Care,Hair
3252,Hair texturizing spray,Personal_Care,Hair
3253,Hair finishing spray,Personal_Care,Hair
3254,Hair volumizing powder,Personal_Care,Hair
3255,Hair volumizing spray,Personal_Care,Hair
3256,Hair thickening spray,Personal_Care,Hair
3257,Hair straightening cream,Personal_Care,Hair
3258,Hair curl defining cream,Personal_Care,Hair
3259,Hair nourishing oil,Personal_Care,Hair
3260,Hair hydrating mask,Personal_Care,Hair
3261,Hair deep conditioning mask,Personal_Care,Hair
3262,Hair split end repair serum,Personal_Care,Hair
3263,Hair shine serum,Personal_Care,Hair
3264,Hair detangling spray,Personal_Care,Hair
3265,Hair leave-in treatment,Personal_Care,Hair
3266,Hair repair serum,Personal_Care,Hair
3267,Hair root lifting spray,Personal_Care,Hair
3268,Hair root volumizer,Personal_Care,Hair
3269,Hair root cover-up spray,Personal_Care,Hair
3270,Hair scalp scrub,Personal_Care,Hair
3271,Hair scalp treatment oil,Personal_Care,Hair
3272,Hair scalp massage brush,Personal_Care,Hair
3273,Hair scalp exfoliator,Personal_Care,Hair
3274,Hair scalp oil,Personal_Care,Hair
3275,Hair scalp serum,Personal_Care,Hair
3276,Hair scalp shampoo,Personal_Care,Hair
3277,Hair color protection shampoo,Personal_Care,Hair
3278,Hair color protection conditioner,Personal_Care,Hair
3279,Hair color enhancing shampoo,Personal_Care,Hair
3280,Hair color enhancing conditioner,Personal_Care,Hair
3281,Hair color toning shampoo,Personal_Care,Hair
3282,Hair color toning conditioner,Personal_Care,Hair
3283,Hair color remover,Personal_Care,Hair
3284,Hair color correcting shampoo,Personal_Care,Hair
3285,Hair color correcting conditioner,Personal_Care,Hair
3286,Hair color primer,Personal_Care,Hair
3287,Hair dye developer,Personal_Care,Hair
3288,Hair bleach powder,Personal_Care,Hair
3289,Hair lightening powder,Personal_Care,Hair
3290,Hair tint brush,Personal_Care,Hair
3291,Hair color mixing bowl,Personal_Care,Hair
3292,Hair dye kit,Personal_Care,Hair
3293,Hair color spray,Personal_Care,Hair
3294,Hair color chalk,Personal_Care,Hair
3295,Hair color wax,Personal_Care,Hair
3296,Hair color crayon,Personal_Care,Hair
3297,Hair color markers,Personal_Care,Hair
3298,Hair color pencils,Personal_Care,Hair
3299,Hair color gel,Personal_Care,Hair
3300,Hair color foam,Personal_Care,Hair
3301,Hair color cream,Personal_Care,Hair
3302,Hair color shampoo,Personal_Care,Hair
3303,Hair color conditioner,Personal_Care,Hair
3304,Hair color mousse,Personal_Care,Hair
3305,Hair color rinse,Personal_Care,Hair
3306,Hair color gloss,Personal_Care,Hair
3307,Hair color glaze,Personal_Care,Hair
3308,Hair color enhancer,Personal_Care,Hair
3309,Hair color stabilizer,Personal_Care,Hair
3310,Hair color booster,Personal_Care,Hair
3311,Hair color activator,Personal_Care,Hair
3312,Hair color sealer,Personal_Care,Hair
3313,Hair color protector,Personal_Care,Hair
3314,Hair color refresher,Personal_Care,Hair
3315,Hair color renewer,Personal_Care,Hair
3316,Hair color restorer,Personal_Care,Hair
3317,Hair color revitalizer,Personal_Care,Hair
3318,Hair color brightener,Personal_Care,Hair
3319,Hair color intensifier,Personal_Care,Hair
3320,Hair color developer cream,Personal_Care,Hair
3321,Hair color developer lotion,Personal_Care,Hair
3322,Hair color developer oil,Personal_Care,Hair
3323,Hair color developer gel,Personal_Care,Hair
3324,Hair color developer powder,Personal_Care,Hair
3325,Hair color developer liquid,Personal_Care,Hair
3326,Toni & Guy,Personal_Care,Hair
3327,Aveda,Personal_Care,Hair
3328,Paul Mitchell,Personal_Care,Hair
3329,Drybar,Personal_Care,Hair
3330,Blo Blow Dry Bar,Personal_Care,Hair
3331,Supercuts,Personal_Care,Hair
3332,Great Clips,Personal_Care,Hair
3333,Sports Clips,Personal_Care,Hair
3334,MasterCuts,Personal_Care,Hair
3335,Cost Cutters,Personal_Care,Hair
3336,SmartStyle,Personal_Care,Hair
3337,Hair Cuttery,Personal_Care,Hair
3338,Regis Salon,Personal_Care,Hair
3339,Fantastic Sams,Personal_Care,Hair
3340,JCPenney Salon,Personal_Care,Hair
3341,Ulta Beauty Salon,Personal_Care,Hair
3342,Sally Beauty Supply,Personal_Care,Hair
3343,The Spa at Four Seasons Hotel Austin,Personal_Care,Massage
3344,The Spa at Four Seasons Hotel San Francisco,Personal_Care,Massage
3345,The Spa at Four Seasons Hotel Seattle,Personal_Care,Massage
3346,The Spa at Four Seasons Resort and Residences Whistler,Personal_Care,Massage
3347,The Spa at Four Seasons Hotel Toronto,Personal_Care,Massage
3348,The Spa at Four Seasons Hotel Vancouver,Personal_Care,Massage
3349,The Spa at Four Seasons Resort and Residences Anguilla,Personal_Care,Massage
3350,The Spa at Four Seasons Resort and Residences Jackson Hole,Personal_Care,Massage
3351,The Spa at Four Seasons Resort and Residences Vail,Personal_Care,Massage
3352,The Spa at Four Seasons Hotel Westlake Village,Personal_Care,Massage
3353,The Spa at Four Seasons Hotel Atlanta,Personal_Care,Massage
3354,The Spa at Four Seasons Resort Palm Beach,Personal_Care,Massage
3355,The Spa at Four Seasons Hotel St. Louis,Personal_Care,Massage
3356,Miraval Life in Balance Spa,Personal_Care,Massage
3357,Grand Velas Spa,Personal_Care,Massage
3358,St. Regis Spa,Personal_Care,Massage
3359,Fairmont Spa,Personal_Care,Massage
3360,Omni Hotels & Resorts Spa,Personal_Care,Massage
3361,Hyatt Regency Spa,Personal_Care,Massage
3362,Westin Spa,Personal_Care,Massage
3363,JW Marriott Spa,Personal_Care,Massage
3364,Wynn Las Vegas Spa,Personal_Care,Massage
3365,MGM Grand Spa,Personal_Care,Massage
3366,Bellagio Spa,Personal_Care,Massage
3367,Caesars Palace Qua Baths & Spa,Personal_Care,Massage
3368,Venetian Canyon Ranch SpaClub,Personal_Care,Massage
3369,Fontainebleau Lapis Spa,Personal_Care,Massage
3370,ARIA Spa,Personal_Care,Massage
3371,Encore Spa,Personal_Care,Massage
3372,The NOW Massage,Personal_Care,Massage
3373,Happy Head Foot Reflexology and Massage,Personal_Care,Massage
3374,Burke Williams Day Spa,Personal_Care,Massage
3375,Massage Envy,Personal_Care,Massage
3376,Elements Massage,Personal_Care,Massage
3377,Hand and Stone Massage and Facial Spa,Personal_Care,Massage
3378,Massage Heights,Personal_Care,Massage
3440,Pure Encapsulations ONE Multivitamin,Personal_Care,Vitamins_Supplements
3441,Dr Bergs Electrolyte Powder Raspberry Lemonade,Personal_Care,Vitamins_Supplements
3442,"Carlson - Super Omega-3 Gems, 1200 mg Omega-3 Fatty Acids with EPA and DHA, Wild-Caught Norwegian Fish Oil Supplement, Sustainably Sourced Fish Oil Capsules, Omega 3 Supplements, 100+30 SoftgelsCarlson - Super Omega-3 Gems, 1200 mg Omega-3 Fatty Acids with EPA and DHA, Wild-Caught Norwegian Fish Oil Supplement, Sustainably Sourced Fish Oil",Personal_Care,Vitamins_Supplements
3452,Thorne Creatine,Personal_Care,Vitamins_Supplements
3453,Pure Encapsulations Magnesium,Personal_Care,Vitamins_Supplements
3455,Thorne Basic Prenatal - Well-Researched Folate Multi for Pregnant and Nursing Women Includes 18 Vitamins and Minerals,Personal_Care,Vitamins_Supplements
